Tempo decorrido,E[N],E[W],Lambda,Erro Little
510.00,7.0860886867,3.4061312255,2.0803921569,-0.00000000000083577589
520.00,7.0274624232,3.3804629603,2.0788461538,-0.00000000000079936058
530.00,6.9891690971,3.3644501558,2.0773584906,-0.00000000000075583984
540.00,6.9874787727,3.3421067646,2.0907407407,-0.00000000000042277293
550.00,6.9552334745,3.3264160095,2.0909090909,-0.00000000000028155256
560.00,6.8885545076,3.3169308033,2.0767857143,-0.00000000000044675375
570.00,6.8191266944,3.2884113501,2.0736842105,-0.00000000000037569947
580.00,6.7394069501,3.2492568837,2.0741379310,-0.00000000000059152683
590.00,6.6792228815,3.2195600491,2.0745762712,-0.00000000000062794214
600.00,6.6288423386,3.1869434320,2.0800000000,-0.00000000000064215300
610.00,6.5997328204,3.1900451826,2.0688524590,-0.00000000000057376326
620.00,6.6490994616,3.2206575517,2.0645161290,-0.00000000000053113069
630.00,6.7182580862,3.2607878230,2.0603174603,-0.00000000000081445961
640.00,6.7076284997,3.2695218886,2.0515625000,-0.00000000000054356519
650.00,6.6942756185,3.2618284498,2.0523076923,-0.00000000000070876638
660.00,6.8150907645,3.2976245635,2.0666666667,-0.00000000000109601217
670.00,6.9782753163,3.3880032333,2.0597014925,-0.00000000000123456800
680.00,7.1284762976,3.4723236980,2.0529411765,-0.00000000000124877886
690.00,7.2229258123,3.5271187618,2.0478260870,-0.00000000000118571819
700.00,7.2147559238,3.5267661639,2.0457142857,-0.00000000000127720057
710.00,7.1435768105,3.5051413514,2.0380281690,-0.00000000000121236354
720.00,7.0735080319,3.4740285014,2.0361111111,-0.00000000000163691283
730.00,6.9927019714,3.4607948740,2.0205479452,-0.00000000000152411417
740.00,6.9405042010,3.4058177114,2.0378378378,-0.00000000000162181379
750.00,6.8954495826,3.3823330196,2.0386666667,-0.00000000000157918123
760.00,6.8923314882,3.3664344030,2.0473684211,-0.00000000000132782674
770.00,6.8211179391,3.3326528002,2.0467532468,-0.00000000000153299595
780.00,6.7482844343,3.3125625291,2.0371794872,-0.00000000000094591002
790.00,6.6857555129,3.2908080094,2.0316455696,-0.00000000000133582034
800.00,6.6367520856,3.2613032361,2.0350000000,-0.00000000000100897068
810.00,6.5947123171,3.2452715534,2.0320987654,-0.00000000000119104726
820.00,6.5888931125,3.2430326244,2.0317073171,-0.00000000000132871492
830.00,6.5616059042,3.2206581316,2.0373493976,-0.00000000000108091314
840.00,6.5196406745,3.2082590314,2.0321428571,-0.00000000000146194168
850.00,6.4548913289,3.1862123284,2.0258823529,-0.00000000000109157128
860.00,6.3849372564,3.1666932183,2.0162790698,-0.00000000000071320727
870.00,6.3555310351,3.1416545457,2.0229885057,-0.00000000000128341782
880.00,6.3627533854,3.1562699995,2.0159090909,-0.00000000000100275344
890.00,6.3508241393,3.1559092596,2.0123595506,-0.00000000000121858079
900.00,6.3668636874,3.1623495136,2.0133333333,-0.00000000000088462571
910.00,6.3377208114,3.1584479400,2.0065934066,-0.00000000000129496414
920.00,6.2877831738,3.1319764591,2.0076086957,-0.00000000000129141142
930.00,6.3158014908,3.1359825875,2.0139784946,-0.00000000000097255537
940.00,6.2865773942,3.1332888391,2.0063829787,-0.00000000000100719433
950.00,6.2408934009,3.1122565516,2.0052631579,-0.00000000000102495790
960.00,6.1855541983,3.0927770992,2.0000000000,-0.00000000000072830630
970.00,6.1738254244,3.0821465063,2.0030927835,-0.00000000000084376950
980.00,6.2018060234,3.1056565677,1.9969387755,-0.00000000000095301544
990.00,6.2645229601,3.1306803284,2.0010101010,-0.00000000000065814021
1000.00,6.3111899778,3.1555949889,2.0000000000,-0.00000000000092459373
1010.00,6.3849341591,3.1877328229,2.0029702970,-0.00000000000084998675
1020.00,6.4182312713,3.2075433105,2.0009803922,-0.00000000000066080474
1030.00,6.3951680444,3.1975840222,2.0000000000,-0.00000000000038458126
1040.00,6.3474113507,3.1813531589,1.9951923077,-0.00000000000039790393
1050.00,6.3143653548,3.1707716990,1.9914285714,-0.00000000000053113069
1060.00,6.3326146791,3.1798065182,1.9915094340,-0.00000000000011368684
1070.00,6.3718579845,3.1904015177,1.9971962617,-0.00000000000026378899
1080.00,6.3896652336,3.1904015036,2.0027777778,-0.00000000000073274720
1090.00,6.3554321633,3.1762590821,2.0009174312,-0.00000000000103117515
1100.00,6.3060424538,3.1544550701,1.9990909091,-0.00000000000099120712
1110.00,6.3033118685,3.1559206920,1.9972972973,-0.00000000000116262555
1120.00,6.3084830257,3.1570603167,1.9982142857,-0.00000000000079936058
1130.00,6.2871711003,3.1519535685,1.9946902655,-0.00000000000051780802
1140.00,6.2632236742,3.1302389253,2.0008771930,-0.00000000000102673425
1150.00,6.2177422914,3.1102234168,1.9991304348,-0.00000000000021405100
1160.00,6.1785357866,3.0866070252,2.0017241379,-0.00000000000014921397
1170.00,6.1456418619,3.0741346637,1.9991452991,0.00000000000009947598
1180.00,6.1084712969,3.0542356484,2.0000000000,0.00000000000012878587
1190.00,6.0618065781,3.0398440067,1.9941176471,0.00000000000067856831
1200.00,6.0198801688,3.0237991639,1.9908333333,0.00000000000083577589
1210.00,5.9829156334,3.0088644707,1.9884297521,0.00000000000033573144
1220.00,5.9520973855,3.0031260588,1.9819672131,0.00000000000129496414
1230.00,5.9272530516,2.9879185465,1.9837398374,0.00000000000145661261
1240.00,5.9247728681,2.9876853829,1.9830645161,0.00000000000102495790
1250.00,5.9141962838,2.9821481867,1.9832000000,0.00000000000082778229
1260.00,5.9058891771,2.9861237412,1.9777777778,0.00000000000086508578
1270.00,5.8969069612,2.9825057112,1.9771653543,0.00000000000112976295
1280.00,5.9069599430,2.9837840280,1.9796875000,0.00000000000131006317
1290.00,5.9451485708,3.0004857810,1.9813953488,0.00000000000133759670
1300.00,5.9942517661,3.0203594170,1.9846153846,0.00000000000143884904
1310.00,6.0202370251,3.0426352249,1.9786259542,0.00000000000126920696
1320.00,6.0155667542,3.0411903928,1.9780303030,0.00000000000136957112
1330.00,5.9928910008,3.0248747746,1.9812030075,0.00000000000165822911
1340.00,5.9646297348,3.0149392096,1.9783582090,0.00000000000173105974
1350.00,5.9295145880,3.0014415800,1.9755555556,0.00000000000170352621
1360.00,5.9006570241,2.9843412245,1.9772058824,0.00000000000209432471
1370.00,5.8654840979,2.9630210966,1.9795620438,0.00000000000216537899
1380.00,5.8632826902,2.9562769867,1.9833333333,0.00000000000242916798
1390.00,5.8839102450,2.9708082966,1.9805755396,0.00000000000245581333
1400.00,5.8668548006,2.9662682271,1.9778571429,0.00000000000247446508
1410.00,5.8376474236,2.9565671219,1.9744680851,0.00000000000259969823
1420.00,5.8083110134,2.9414413834,1.9746478873,0.00000000000289279711
1430.00,5.7824076846,2.9290977644,1.9741258741,0.00000000000239719355
1440.00,5.7594721700,2.9161884405,1.9750000000,0.00000000000297184499
1450.00,5.7477058016,2.9109931583,1.9744827586,0.00000000000249134047
1460.00,5.7133429316,2.9034043439,1.9678082192,0.00000000000274269496
1470.00,5.7176799679,2.8952771453,1.9748299320,0.00000000000123634436
1480.00,5.7004929363,2.8833662152,1.9770270270,0.00000000000146727075
1490.00,5.7147582895,2.8913378103,1.9765100671,0.00000000000040323300
1500.00,5.6854898140,2.8792149632,1.9746666667,-0.00000000000049826809
1510.00,5.6656141648,2.8669830392,1.9761589404,-0.00000000000150279789
1520.00,5.6439903769,2.8548636848,1.9769736842,-0.00000000000173727699
1530.00,5.6303126410,2.8505553742,1.9751633987,-0.00000000000244781972
1540.00,5.6213630894,2.8486012365,1.9733766234,-0.00000000000206412665
1550.00,5.6289284595,2.8531193957,1.9729032258,-0.00000000000230571118
1560.00,5.6114406616,2.8467796527,1.9711538462,-0.00000000000176036963
1570.00,5.5818233523,2.8287484387,1.9732484076,-0.00000000000181366033
1580.00,5.5897039822,2.8279642305,1.9765822785,-0.00000000000219291252
1590.00,5.5637085213,2.8181894071,1.9742138365,-0.00000000000313526982
1600.00,5.5452518832,2.8024014571,1.9787500000,-0.00000000000280131474
1610.00,5.5656761046,2.8037354594,1.9850931677,-0.00000000000252420307
1620.00,5.6159953698,2.8298328147,1.9845679012,-0.00000000000276045853
1630.00,5.6236563715,2.8344341019,1.9840490798,-0.00000000000247446508
1640.00,5.5960497425,2.8255916187,1.9804878049,-0.00000000000216271445
1650.00,5.5707758122,2.8083654415,1.9836363636,-0.00000000000328626015
1660.00,5.5936129298,2.8120525328,1.9891566265,-0.00000000000341415785
1670.00,5.6404803845,2.8312600667,1.9922155689,-0.00000000000386268795
1680.00,5.7079088922,2.8641836735,1.9928571429,-0.00000000000365574238
1690.00,5.7593257260,2.8890651460,1.9934911243,-0.00000000000315214521
1700.00,5.8388013248,2.9254235933,1.9958823529,-0.00000000000282707191
1710.00,5.9081141049,2.9601157689,1.9959064327,-0.00000000000274891221
1720.00,5.9967369073,3.0062335997,1.9947674419,-0.00000000000207300843
1730.00,6.0514494445,3.0292267185,1.9976878613,-0.00000000000222755148
1740.00,6.0952517432,3.0546480510,1.9954022989,-0.00000000000225952590
1750.00,6.1055514798,3.0615229483,1.9942857143,-0.00000000000160849112
1760.00,6.1105357960,3.0639723649,1.9943181818,-0.00000000000175237602
1770.00,6.1081301051,3.0627167949,1.9943502825,-0.00000000000074429352
1780.00,6.1441252592,3.0859319868,1.9910112360,0.00000000000017053026
1790.00,6.1725236286,3.1044724066,1.9882681564,0.00000000000051691984
1800.00,6.2063184455,3.1213671981,1.9883333333,-0.00000000000003108624
1810.00,6.2023095646,3.1183834200,1.9889502762,-0.00000000000045652371
1820.00,6.1932289755,3.1120035161,1.9901098901,-0.00000000000075317530
1830.00,6.2185757793,3.1212270094,1.9923497268,-0.00000000000120081722
1840.00,6.2495822514,3.1367243160,1.9923913043,-0.00000000000117417187
1850.00,6.2738617884,3.1514103471,1.9908108108,-0.00000000000175415238
1860.00,6.2806612270,3.1538957566,1.9913978495,-0.00000000000179856130
1870.00,6.2868412745,3.1628714510,1.9877005348,-0.00000000000202149408
1880.00,6.2629131849,3.1524168106,1.9867021277,-0.00000000000266364708
1890.00,6.2433068891,3.1424367565,1.9867724868,-0.00000000000274980039
1900.00,6.2517643853,3.1440847888,1.9884210526,-0.00000000000273026046
1910.00,6.2892144882,3.1586641264,1.9910994764,-0.00000000000263700173
1920.00,6.3212566966,3.1746829342,1.9911458333,-0.00000000000197530881
1930.00,6.3560009268,3.1912283530,1.9917098446,-0.00000000000209521289
1940.00,6.4004165195,3.2167896497,1.9896907216,-0.00000000000219912977
1950.00,6.4310796615,3.2321147783,1.9897435897,-0.00000000000227462493
1960.00,6.4542370859,3.2444997918,1.9892857143,-0.00000000000271960232
1970.00,6.4723154970,3.2526687574,1.9898477157,-0.00000000000270450329
1980.00,6.5163539433,3.2763790776,1.9888888889,-0.00000000000250466314
1990.00,6.5624393655,3.3011259700,1.9879396985,-0.00000000000290167890
2000.00,6.6158346963,3.3212021568,1.9920000000,-0.00000000000285726998
2010.00,6.6912787883,3.3598477053,1.9915422886,-0.00000000000274180678
2020.00,6.7300290782,3.3767160303,1.9930693069,-0.00000000000291500157
2030.00,6.7606792684,3.3937138761,1.9921182266,-0.00000000000314592796
2040.00,6.7481080426,3.3906749771,1.9901960784,-0.00000000000286348723
2050.00,6.7265086751,3.3789127136,1.9907317073,-0.00000000000303312930
2060.00,6.7067186196,3.3730078995,1.9883495146,-0.00000000000331734640
2070.00,6.7255588375,3.3741897221,1.9932367150,-0.00000000000494804198
2080.00,6.7638924433,3.4007484365,1.9889423077,-0.00000000000375610654
2090.00,6.7621810551,3.3981626365,1.9899521531,-0.00000000000280486745
2100.00,6.7850767630,3.4055117596,1.9923809524,-0.00000000000291056068
2110.00,6.8477588574,3.4344595173,1.9938388626,-0.00000000000281108470
2120.00,6.9128995363,3.4695423809,1.9924528302,-0.00000000000322231131
2130.00,6.9518812699,3.4948093238,1.9892018779,-0.00000000000183675297
2140.00,6.9520395768,3.4989098529,1.9869158879,-0.00000000000277555756
2150.00,6.9343231063,3.4915210020,1.9860465116,-0.00000000000266897615
2160.00,6.9318260832,3.4934074521,1.9842592593,-0.00000000000245137244
2170.00,6.9456604388,3.4953810650,1.9870967742,-0.00000000000142286183
2180.00,6.9714886713,3.5018076736,1.9908256881,-0.00000000000202948769
2190.00,7.0081337522,3.5225643602,1.9894977169,-0.00000000000298694403
2200.00,7.0278425212,3.5340008106,1.9886363636,-0.00000000000316813242
2210.00,7.0377500733,3.5421151588,1.9868778281,-0.00000000000311661807
2220.00,7.0643478599,3.5553961118,1.9869369369,-0.00000000000379163367
2230.00,7.0814556792,3.5727706255,1.9820627803,-0.00000000000224886776
2240.00,7.0850744262,3.5704312069,1.9843750000,-0.00000000000384225984
2250.00,7.0927053833,3.5789610030,1.9817777778,-0.00000000000432898162
2260.00,7.0930769907,3.5806017420,1.9809734513,-0.00000000000404298817
2270.00,7.0687821470,3.5745456613,1.9775330396,-0.00000000000368949316
2280.00,7.0420609457,3.5656004788,1.9750000000,-0.00000000000434319247
2290.00,7.0193045758,3.5523110450,1.9759825328,-0.00000000000298072678
2300.00,7.0106256368,3.5446117750,1.9778260870,-0.00000000000318500781
2310.00,7.0114162131,3.5440637751,1.9783549784,-0.00000000000277111667
2320.00,7.0550947633,3.5605438005,1.9814655172,-0.00000000000203925765
2330.00,7.0886654470,3.5757935682,1.9824034335,-0.00000000000245581333
2340.00,7.1429817174,3.6022795730,1.9829059829,-0.00000000000268496336
2350.00,7.1963022385,3.6313743312,1.9817021277,-0.00000000000255262478
2360.00,7.2648641748,3.6603500112,1.9847457627,-0.00000000000285638180
2370.00,7.3357756234,3.7006786350,1.9822784810,-0.00000000000411937151
2380.00,7.3708068031,3.7182111470,1.9823529412,-0.00000000000376410014
2390.00,7.3854179607,3.7191632798,1.9857740586,-0.00000000000189093186
2400.00,7.4090359147,3.7309454879,1.9858333333,-0.00000000000190247817
2410.00,7.4267029957,3.7358284742,1.9879668050,-0.00000000000316990878
2420.00,7.4328493652,3.7427164927,1.9859504132,-0.00000000000274535950
2430.00,7.4088645317,3.7266695947,1.9880658436,-0.00000000000303401748
2440.00,7.3911791488,3.7115614577,1.9913934426,-0.00000000000308197912
2450.00,7.3921608468,3.7165594243,1.9889795918,-0.00000000000308908454
2460.00,7.3857588411,3.7132570507,1.9890243902,-0.00000000000438404868
2470.00,7.3601486320,3.7018055632,1.9882591093,-0.00000000000484412510
2480.00,7.3341265051,3.6931236005,1.9858870968,-0.00000000000623856522
2490.00,7.3288630318,3.6851512418,1.9887550201,-0.00000000000576427794
2500.00,7.3548960905,3.6922169129,1.9920000000,-0.00000000000535482769
2510.00,7.3674816301,3.7021779563,1.9900398406,-0.00000000000593214367
2520.00,7.3473434419,3.6949322438,1.9884920635,-0.00000000000722533144
2530.00,7.3311100979,3.6852192624,1.9893280632,-0.00000000000733990646
2540.00,7.3195424858,3.6829710606,1.9874015748,-0.00000000000755751017
2550.00,7.3040075764,3.6786923405,1.9854901961,-0.00000000000755129292
2560.00,7.2862796640,3.6703809405,1.9851562500,-0.00000000000637179198
2570.00,7.2661151715,3.6536716867,1.9887159533,-0.00000000000695088431
2580.00,7.2486010168,3.6447847638,1.9887596899,-0.00000000000702016223
2590.00,7.2475266140,3.6455804875,1.9880308880,-0.00000000000704414305
2600.00,7.2553905115,3.6452203536,1.9903846154,-0.00000000000683630930
2610.00,7.2420400891,3.6440571877,1.9873563218,-0.00000000000743760609
2620.00,7.2390601199,3.6389749643,1.9893129771,-0.00000000000730082661
2630.00,7.2481236161,3.6406732449,1.9908745247,-0.00000000000733457739
2640.00,7.2735710950,3.6513077944,1.9920454545,-0.00000000000631583674
2650.00,7.2651641095,3.6477235487,1.9916981132,-0.00000000000706812386
2660.00,7.2603904562,3.6445817350,1.9921052632,-0.00000000000716138260
2670.00,7.2647524737,3.6419243531,1.9947565543,-0.00000000000751043672
2680.00,7.2645112694,3.6444946092,1.9932835821,-0.00000000000699351688
2690.00,7.2551438631,3.6356812578,1.9955390335,-0.00000000000659827748
2700.00,7.2880472601,3.6480770490,1.9977777778,-0.00000000000810640444
2710.00,7.3332406579,3.6679738248,1.9992619926,-0.00000000000812949708
2720.00,7.3738630753,3.6869315377,2.0000000000,-0.00000000000758504370
2730.00,7.4235767800,3.7104292584,2.0007326007,-0.00000000000804867284
2740.00,7.4936751620,3.7434220500,2.0018248175,-0.00000000000766942065
2750.00,7.5806610600,3.7855126049,2.0025454545,-0.00000000000766497976
2760.00,7.6518267523,3.8238352048,2.0010869565,-0.00000000000714095449
2770.00,7.6598446296,3.8347676891,1.9974729242,-0.00000000000685940194
2780.00,7.6486615657,3.8243307829,2.0000000000,-0.00000000000677768952
2790.00,7.6573737605,3.8300596615,1.9992831541,-0.00000000000662314648
2800.00,7.6468617059,3.8213836831,2.0010714286,-0.00000000000682298662
2810.00,7.6295536898,3.8147768449,2.0000000000,-0.00000000000748556772
2820.00,7.6112323418,3.8022453860,2.0017730496,-0.00000000000803801470
2830.00,7.5944359161,3.7938664859,2.0017667845,-0.00000000000831601454
2840.00,7.5726526600,3.7863263300,2.0000000000,-0.00000000000886579699
2850.00,7.5528542450,3.7777526498,1.9992982456,-0.00000000000834532443
2860.00,7.5345349006,3.7659506843,2.0006993007,-0.00000000000904520903
2870.00,7.5262552211,3.7624721276,2.0003484321,-0.00000000000851319015
2880.00,7.5317410961,3.7645634080,2.0006944444,-0.00000000000758770824
2890.00,7.5140669698,3.7576836032,1.9996539792,-0.00000000000867661498
2900.00,7.5022914892,3.7524396893,1.9993103448,-0.00000000000833733083
2910.00,7.5170182136,3.7591550097,1.9996563574,-0.00000000001064925925
2920.00,7.5321208659,3.7609085035,2.0027397260,-0.00000000001077271605
2930.00,7.5418475332,3.7664246246,2.0023890785,-0.00000000001248867676
2940.00,7.5600910776,3.7742685971,2.0030612245,-0.00000000001085087575
2950.00,7.5711849279,3.7817466199,2.0020338983,-0.00000000001406696981
2960.00,7.5793650884,3.7820162950,2.0040540541,-0.00000000001549960160
2970.00,7.5990325563,3.7956822557,2.0020202020,-0.00000000001525268800
2980.00,7.6045587445,3.7978188468,2.0023489933,-0.00000000001329070187
2990.00,7.6166325354,3.8044990446,2.0020066890,-0.00000000001462741039
3000.00,7.6274473845,3.8111829036,2.0013333333,-0.00000000001293454233
3010.00,7.6102215770,3.8013220954,2.0019933555,-0.00000000001246025505
3020.00,7.5933610015,3.7929127067,2.0019867550,-0.00000000001110311842
3030.00,7.5711109706,3.7843065393,2.0006600660,-0.00000000001257571824
3040.00,7.5542360622,3.7740144008,2.0016447368,-0.00000000001187849819
3050.00,7.5637500975,3.7744499014,2.0039344262,-0.00000000001038724662
3060.00,7.5775451833,3.7832090489,2.0029411765,-0.00000000001242117520
3070.00,7.5687063062,3.7818893815,2.0013029316,-0.00000000001359534707
3080.00,7.5517842851,3.7722179043,2.0019480519,-0.00000000001413269501
3090.00,7.5557076545,3.7711414396,2.0035598706,-0.00000000001348876566
3100.00,7.5709406182,3.7751191759,2.0054838710,-0.00000000001294964136
3110.00,7.5765334388,3.7767300841,2.0061093248,-0.00000000001301447838
3120.00,7.6037142181,3.7885002173,2.0070512821,-0.00000000001223909862
3130.00,7.6386438026,3.8065523168,2.0067092652,-0.00000000001125943783
3140.00,7.6586888198,3.8153709177,2.0073248408,-0.00000000001130295857
3150.00,7.6581614940,3.8169634029,2.0063492063,-0.00000000001085709300
3160.00,7.6459711473,3.8091232580,2.0072784810,-0.00000000000976285719
3170.00,7.6479797633,3.8077738102,2.0085173502,-0.00000000001220090695
3180.00,7.6643596084,3.8153825227,2.0088050314,-0.00000000001297628671
3190.00,7.6935899965,3.8293886861,2.0090909091,-0.00000000001339817146
3200.00,7.7333126172,3.8486159215,2.0093750000,-0.00000000001327915555
3210.00,7.7590285947,3.8566865576,2.0118380062,-0.00000000001446043285
3220.00,7.7897139230,3.8690234200,2.0133540373,-0.00000000001499422808
3230.00,7.8178467203,3.8830762582,2.0133126935,-0.00000000001493738466
3240.00,7.8373765196,3.8910664915,2.0141975309,-0.00000000001534417038
3250.00,7.8510250807,3.8937633927,2.0163076923,-0.00000000001497291180
3260.00,7.8552606777,3.8924076317,2.0180981595,-0.00000000001539479655
3270.00,7.8537876400,3.8935545153,2.0171253823,-0.00000000001430500163
3280.00,7.8646691920,3.8961055656,2.0185975610,-0.00000000001481126333
3290.00,7.9037492901,3.9179350858,2.0173252280,-0.00000000001448974274
3300.00,7.9199457414,3.9278360305,2.0163636364,-0.00000000001619504530
3310.00,7.9042721629,3.9225098739,2.0151057402,-0.00000000001740652067
3320.00,7.8959697536,3.9149670821,2.0168674699,-0.00000000001546762718
3330.00,7.8937515430,3.9162980689,2.0156156156,-0.00000000001789057791
3340.00,7.8793174742,3.9103893557,2.0149700599,-0.00000000001693489793
3350.00,7.8789490503,3.9102932324,2.0149253731,-0.00000000001688693629
3360.00,7.9025810182,3.9215289058,2.0151785714,-0.00000000001624567147
3370.00,7.9303054882,3.9319007643,2.0169139466,-0.00000000001803091010
3380.00,7.9475238049,3.9445859707,2.0147928994,-0.00000000001881517164
3390.00,7.9503983317,3.9460981471,2.0147492625,-0.00000000001853539544
3400.00,7.9413763957,3.9388300139,2.0161764706,-0.00000000001811351069
3410.00,7.9467397117,3.9387183746,2.0175953079,-0.00000000001827782370
3420.00,7.9658198171,3.9477037784,2.0178362573,-0.00000000001645528158
3430.00,7.9879129632,3.9587547267,2.0177842566,-0.00000000001541522465
3440.00,7.9885506407,3.9614551253,2.0165697674,-0.00000000001532995952
3450.00,7.9759008154,3.9575518213,2.0153623188,-0.00000000001691713436
3460.00,7.9608515494,3.9462100804,2.0173410405,-0.00000000001564970376
3470.00,7.9450759520,3.9396132543,2.0167146974,-0.00000000001435918051
3480.00,7.9322563678,3.9305499302,2.0181034483,-0.00000000001577760145
3490.00,7.9224767033,3.9246903754,2.0186246418,-0.00000000001683808648
3500.00,7.9117852349,3.9183880462,2.0191428571,-0.00000000001635047653
3510.00,7.8960327329,3.9112439871,2.0188034188,-0.00000000001628830404
3520.00,7.8895045653,3.9064644915,2.0196022727,-0.00000000001597122434
3530.00,7.9006795049,3.9126541319,2.0192634561,-0.00000000001796429672
3540.00,7.8919089694,3.9111518622,2.0177966102,-0.00000000001765076973
3550.00,7.8757602520,3.9048811305,2.0169014085,-0.00000000001832489716
3560.00,7.8556030424,3.8976929381,2.0154494382,-0.00000000001792699322
3570.00,7.8388214856,3.8910724004,2.0145658263,-0.00000000001733280186
3580.00,7.8240527435,3.8870536805,2.0128491620,-0.00000000001671462968
3590.00,7.8071229269,3.8797856184,2.0122562674,-0.00000000001744471234
3600.00,7.7977998628,3.8778946686,2.0108333333,-0.00000000001650324322
3610.00,7.7812256909,3.8702431447,2.0105263158,-0.00000000001913047498
3620.00,7.7827908818,3.8689512486,2.0116022099,-0.00000000001983657683
3630.00,7.7974037848,3.8741549054,2.0126721763,-0.00000000001896705015
3640.00,7.8053318977,3.8808097401,2.0112637363,-0.00000000001827338281
3650.00,7.8054631961,3.8772374341,2.0131506849,-0.00000000001839683961
3660.00,7.7964641311,3.8738879609,2.0125683060,-0.00000000001741273792
3670.00,7.7826189405,3.8660275463,2.0130790191,-0.00000000001788968973
3680.00,7.7650120200,3.8594333109,2.0119565217,-0.00000000001812150430
3690.00,7.7517013277,3.8533986123,2.0116531165,-0.00000000001856026444
3700.00,7.7365128666,3.8490113764,2.0100000000,-0.00000000001853450726
3710.00,7.7269984122,3.8443293696,2.0099730458,-0.00000000001833289076
3720.00,7.7141682293,3.8395378396,2.0091397849,-0.00000000001792610504
3730.00,7.7002274296,3.8316233074,2.0096514745,-0.00000000001874500555
3740.00,7.6831479422,3.8277572004,2.0072192513,-0.00000000001827871188
3750.00,7.6720746747,3.8192327134,2.0088000000,-0.00000000001871480748
3760.00,7.6653927749,3.8159508585,2.0087765957,-0.00000000001873257105
3770.00,7.6475318652,3.8081092500,2.0082228117,-0.00000000001948308181
3780.00,7.6342535626,3.7995363353,2.0092592593,-0.00000000001985345222
3790.00,7.6380447419,3.7999723775,2.0100263852,-0.00000000002017763734
3800.00,7.6251181227,3.7965734888,2.0084210526,-0.00000000001907096703
