Tempo decorrido,E[N],E[W],Lambda,Erro Little
350.00,13.5607648252,6.6567569268,2.0371428571,0.00000000000006039613
360.00,13.9968434470,6.8931103159,2.0305555556,0.00000000000015987212
370.00,14.2168796441,7.0043215290,2.0297297297,0.00000000000005329071
380.00,14.1343451195,6.9663438981,2.0289473684,-0.00000000000013500312
390.00,14.1067687215,6.9552968412,2.0282051282,-0.00000000000010480505
400.00,13.8513992684,6.8912434171,2.0100000000,0.00000000000004618528
410.00,13.5784454477,6.8225032274,1.9902439024,0.00000000000009769963
420.00,13.3797283559,6.7138421857,1.9928571429,0.00000000000020783375
430.00,13.1375130282,6.5840683008,1.9953488372,0.00000000000030020431
440.00,12.9199661852,6.4380352452,2.0068181818,0.00000000000030553338
450.00,12.6906068157,6.3172268441,2.0088888889,0.00000000000017053026
460.00,12.4463444285,6.1962320748,2.0086956522,0.00000000000004618528
470.00,12.1921197665,6.1090578787,1.9957446809,0.00000000000017408297
480.00,12.0501550783,6.0063078272,2.0062500000,0.00000000000040500936
490.00,12.0095675515,5.9803740856,2.0081632653,0.00000000000023092639
500.00,12.1080366762,6.0059705735,2.0160000000,0.00000000000040856207
510.00,12.0955618424,6.0418575315,2.0019607843,0.00000000000035171865
520.00,11.9444734337,5.9664996979,2.0019230769,0.00000000000071409545
530.00,11.7654229967,5.8716329456,2.0037735849,0.00000000000041566750
540.00,11.6686671826,5.8128046851,2.0074074074,0.00000000000000532907
550.00,11.4826898276,5.7570459482,1.9945454545,-0.00000000000006394885
560.00,11.3323801001,5.7120907795,1.9839285714,-0.00000000000051159077
570.00,11.1555861427,5.6421331866,1.9771929825,-0.00000000000048494542
580.00,10.9791763011,5.5810010996,1.9672413793,-0.00000000000058442140
590.00,10.9020519449,5.5212108562,1.9745762712,-0.00000000000032152059
600.00,10.8092521501,5.4869300254,1.9700000000,0.00000000000009947598
610.00,10.6981386425,5.4201532990,1.9737704918,0.00000000000008704149
620.00,10.6642706701,5.3711192652,1.9854838710,-0.00000000000020605739
630.00,10.6476503726,5.3407800436,1.9936507937,-0.00000000000013322676
640.00,10.8433221114,5.4132029261,2.0031250000,-0.00000000000031619152
650.00,11.1033380376,5.5474017867,2.0015384615,-0.00000000000027000624
660.00,11.3147928894,5.6918927645,1.9878787879,-0.00000000000020961011
670.00,11.4535199691,5.7439059725,1.9940298507,-0.00000000000007815970
680.00,11.6088936959,5.8087179641,1.9985294118,-0.00000000000010302870
690.00,11.5680535967,5.8262459721,1.9855072464,-0.00000000000007105427
700.00,11.4575493415,5.7616986631,1.9885714286,0.00000000000002664535
710.00,11.3722672378,5.7305250098,1.9845070423,-0.00000000000023625546
720.00,11.2419970118,5.6682337875,1.9833333333,-0.00000000000028599345
730.00,11.1485135213,5.6282260515,1.9808219178,-0.00000000000039257486
740.00,11.0441745641,5.6054109585,1.9702702703,-0.00000000000034461323
750.00,10.9127418727,5.5488517997,1.9666666667,-0.00000000000071231909
760.00,10.7757941630,5.5148845548,1.9539473684,-0.00000000000107469589
770.00,10.6459063758,5.4942010116,1.9376623377,-0.00000000000090416563
780.00,10.5239248405,5.4361995865,1.9358974359,-0.00000000000085265128
790.00,10.4142575606,5.3843347336,1.9341772152,-0.00000000000081712415
800.00,10.3096882527,5.3418073848,1.9300000000,-0.00000000000118127730
810.00,10.2601452772,5.3103627314,1.9320987654,-0.00000000000082422957
820.00,10.1988982979,5.2664336299,1.9365853659,-0.00000000000051514348
830.00,10.1476812012,5.2184482014,1.9445783133,-0.00000000000095390362
840.00,10.2442416108,5.2438531097,1.9535714286,-0.00000000000127542421
850.00,10.3732169479,5.3276340820,1.9470588235,-0.00000000000076205708
860.00,10.4683659426,5.3844465973,1.9441860465,-0.00000000000044408921
870.00,10.5173204089,5.4046478179,1.9459770115,-0.00000000000017053026
880.00,10.5475934346,5.4121762230,1.9488636364,-0.00000000000063238303
890.00,10.5563134204,5.4088191964,1.9516853933,-0.00000000000002842171
900.00,10.5567098074,5.4167838236,1.9488888889,0.00000000000010658141
910.00,10.5341977792,5.4097742545,1.9472527473,0.00000000000047606363
920.00,10.5014307263,5.3823488959,1.9510869565,0.00000000000099653619
930.00,10.5284667960,5.3858493511,1.9548387097,0.00000000000065369932
940.00,10.5862465503,5.4052535346,1.9585106383,0.00000000000048316906
950.00,10.6532385491,5.4646742017,1.9494736842,0.00000000000022559732
960.00,10.6087899241,5.4317004411,1.9531250000,0.00000000000041211479
970.00,10.5092908212,5.3822661545,1.9525773196,0.00000000000088817842
980.00,10.4315106902,5.3271914937,1.9581632653,0.00000000000085975671
990.00,10.3489736275,5.2948237164,1.9545454545,0.00000000000115285559
1000.00,10.3011465833,5.2610554562,1.9580000000,0.00000000000100186526
1010.00,10.2059819424,5.2219056544,1.9544554455,0.00000000000087396756
1020.00,10.1141543137,5.1867458019,1.9500000000,0.00000000000100541797
1030.00,10.0448195523,5.1601816154,1.9466019417,0.00000000000092548191
1040.00,9.9754597181,5.1105803482,1.9519230769,0.00000000000091127106
1050.00,9.8943540776,5.0579706823,1.9561904762,0.00000000000088640206
1060.00,9.8246041766,5.0164163908,1.9584905660,0.00000000000119193544
1070.00,9.8108817059,4.9964985365,1.9635514019,0.00000000000043343107
1080.00,9.7941743655,5.0012805271,1.9583333333,0.00000000000046362914
1090.00,9.7204549695,4.9649934005,1.9577981651,0.00000000000044764192
1100.00,9.6593395865,4.9213865425,1.9627272727,0.00000000000082600593
1110.00,9.5839296610,4.8911089304,1.9594594595,0.00000000000076383344
1120.00,9.5667437960,4.8769927408,1.9616071429,0.00000000000050981441
1130.00,9.5382206619,4.8594181010,1.9628318584,-0.00000000000000355271
1140.00,9.5214360040,4.8457308235,1.9649122807,0.00000000000022915003
1150.00,9.4829465908,4.8189962790,1.9678260870,0.00000000000084554586
1160.00,9.4165136329,4.7782833833,1.9706896552,0.00000000000076383344
1170.00,9.3572265967,4.7393745100,1.9743589744,0.00000000000061817218
1180.00,9.3159300792,4.7199645743,1.9737288136,0.00000000000082067686
1190.00,9.2735185912,4.6979510956,1.9739495798,0.00000000000138200562
1200.00,9.2103555419,4.6674099030,1.9733333333,0.00000000000148148160
1210.00,9.1750844769,4.6412425657,1.9768595041,0.00000000000092192920
1220.00,9.1390018385,4.6302251839,1.9737704918,0.00000000000094146912
1230.00,9.0817946393,4.6140468428,1.9682926829,0.00000000000087574392
1240.00,9.0284746553,4.5882412183,1.9677419355,0.00000000000097344355
1250.00,8.9654930443,4.5630563132,1.9648000000,0.00000000000101252340
1260.00,8.9096903234,4.5376757508,1.9634920635,0.00000000000111199938
1270.00,8.8886848665,4.5335862572,1.9606299213,0.00000000000101785247
1280.00,8.8668489494,4.5127501611,1.9648437500,0.00000000000101429976
1290.00,8.8442737766,4.5130985648,1.9596899225,0.00000000000130384592
1300.00,8.7955648583,4.4945889606,1.9569230769,0.00000000000175326420
1310.00,8.8037074820,4.4822607079,1.9641221374,0.00000000000176569870
1320.00,8.8448246437,4.5095282077,1.9613636364,0.00000000000210143014
1330.00,8.8266512708,4.5134356748,1.9556390977,0.00000000000213162821
1340.00,8.7921390482,4.4762410048,1.9641791045,0.00000000000152589053
1350.00,8.7635172572,4.4593849594,1.9651851852,0.00000000000159339208
1360.00,8.7238285138,4.4435980445,1.9632352941,0.00000000000192024174
1370.00,8.7391261379,4.4326556124,1.9715328467,0.00000000000176036963
1380.00,8.7562012064,4.4473896448,1.9688405797,0.00000000000200373051
1390.00,8.7372455546,4.4340165465,1.9705035971,0.00000000000246203058
1400.00,8.7192083369,4.4179846803,1.9735714286,0.00000000000299493763
1410.00,8.7608805561,4.4354906945,1.9751773050,0.00000000000264144262
1420.00,8.8343315474,4.4659134202,1.9781690141,0.00000000000248334686
1430.00,8.8960333530,4.5079120109,1.9734265734,0.00000000000321875859
1440.00,8.8767013084,4.4945323080,1.9750000000,0.00000000000341060513
1450.00,8.8353159011,4.4857171067,1.9696551724,0.00000000000364153152
1460.00,8.7892154039,4.4618409213,1.9698630137,0.00000000000336974892
1470.00,8.7650242821,4.4414290571,1.9734693878,0.00000000000289013258
1480.00,8.7881776429,4.4573347880,1.9716216216,0.00000000000218136620
1490.00,8.7861269821,4.4558642625,1.9718120805,0.00000000000244781972
1500.00,8.7831246601,4.4554233988,1.9713333333,0.00000000000241406894
1510.00,8.7986497492,4.4613704235,1.9721854305,0.00000000000331645822
1520.00,8.8279832026,4.4639169887,1.9776315789,0.00000000000322586402
1530.00,8.8812183375,4.4964474045,1.9751633987,0.00000000000325783844
1540.00,8.9301222904,4.5134192082,1.9785714286,0.00000000000360245167
1550.00,8.9797776609,4.5352412429,1.9800000000,0.00000000000407318623
1560.00,9.0180174431,4.5572099810,1.9788461538,0.00000000000362199160
1570.00,9.0813601179,4.5977863222,1.9751592357,0.00000000000409983159
1580.00,9.1072213693,4.6119903088,1.9746835443,0.00000000000502176078
1590.00,9.1077168816,4.6177518628,1.9723270440,0.00000000000617461637
1600.00,9.0617153068,4.6027760288,1.9687500000,0.00000000000563638025
1610.00,9.0132300808,4.5805872570,1.9677018634,0.00000000000538591394
1620.00,9.0038820180,4.5782450939,1.9666666667,0.00000000000510524956
1630.00,8.9653531225,4.5553384008,1.9680981595,0.00000000000526512167
1640.00,8.9651491130,4.5407178954,1.9743902439,0.00000000000491340302
1650.00,9.0452489065,4.5739076603,1.9775757576,0.00000000000556177326
1660.00,9.1268180595,4.6134342201,1.9783132530,0.00000000000637889741
1670.00,9.1808496237,4.6446588523,1.9766467066,0.00000000000587263571
1680.00,9.2165852739,4.6638142350,1.9761904762,0.00000000000591882099
1690.00,9.2613925403,4.6735602846,1.9816568047,0.00000000000592237370
1700.00,9.3141708971,4.7027295887,1.9805882353,0.00000000000519584376
1710.00,9.3676747072,4.7308693885,1.9801169591,0.00000000000475530726
1720.00,9.3751042452,4.7399116113,1.9779069767,0.00000000000538946665
1730.00,9.3970087417,4.7340783702,1.9849710983,0.00000000000502176078
1740.00,9.4313576350,4.7470530185,1.9867816092,0.00000000000473043826
1750.00,9.4509645987,4.7581093348,1.9862857143,0.00000000000511057863
1760.00,9.4454279313,4.7442788696,1.9909090909,0.00000000000471267469
1770.00,9.4534429425,4.7549286753,1.9881355932,0.00000000000473576733
1780.00,9.4930539703,4.7639233344,1.9926966292,0.00000000000496847008
1790.00,9.5485532985,4.7889914274,1.9938547486,0.00000000000417799129
1800.00,9.5759719635,4.7999859466,1.9950000000,0.00000000000464162042
1810.00,9.6005357173,4.8175685191,1.9928176796,0.00000000000479083440
1820.00,9.5686132532,4.8027788529,1.9923076923,0.00000000000423128199
1830.00,9.5306672174,4.7928334729,1.9885245902,0.00000000000409805523
1840.00,9.5093820616,4.7741508850,1.9918478261,0.00000000000374456022
1850.00,9.5403331430,4.7934862342,1.9902702703,0.00000000000347810669
1860.00,9.5840856766,4.8088479521,1.9930107527,0.00000000000366462416
1870.00,9.6814010739,4.8588888911,1.9925133690,0.00000000000283684187
1880.00,9.7670039184,4.9043716257,1.9914893617,0.00000000000207123207
1890.00,9.7951603928,4.9183988157,1.9915343915,0.00000000000214406271
1900.00,9.8762807945,4.9485584150,1.9957894737,0.00000000000243893794
1910.00,9.9831172692,4.9994111128,1.9968586387,0.00000000000225952590
1920.00,10.0948936356,5.0540275829,1.9973958333,0.00000000000261657362
1930.00,10.2370124150,5.1118845953,2.0025906736,0.00000000000177458048
1940.00,10.4189847088,5.1907627979,2.0072164948,0.00000000000242650344
1950.00,10.6032769322,5.2880792884,2.0051282051,0.00000000000246380694
1960.00,10.7919790785,5.3849997439,2.0040816327,0.00000000000316902060
1970.00,10.9803266125,5.4776509057,2.0045685279,0.00000000000268407518
1980.00,11.1468835340,5.5678177087,2.0020202020,0.00000000000253841392
1990.00,11.3499380949,5.6692712874,2.0020100503,0.00000000000272670775
2000.00,11.5451495872,5.7668079856,2.0020000000,0.00000000000234656738
2010.00,11.7120040532,5.8487274899,2.0024875622,0.00000000000252597943
2020.00,11.8728895976,5.9203251018,2.0054455446,0.00000000000247979415
2030.00,12.0297736162,5.9942170940,2.0068965517,0.00000000000297895042
2040.00,12.1620956558,6.0632148431,2.0058823529,0.00000000000323474580
2050.00,12.3240475431,6.1335997726,2.0092682927,0.00000000000302691205
2060.00,12.4954757629,6.2295934346,2.0058252427,0.00000000000275512946
2070.00,12.6633003431,6.3087922287,2.0072463768,0.00000000000206235029
2080.00,12.8067526142,6.3864889565,2.0052884615,0.00000000000165734093
2090.00,12.9567469985,6.4567480274,2.0066985646,0.00000000000143884904
2100.00,13.1085544273,6.5278549436,2.0080952381,0.00000000000046185278
2110.00,13.2481386049,6.5928236926,2.0094786730,0.00000000000212452278
2120.00,13.3856382394,6.6613974337,2.0094339623,0.00000000000333599814
2130.00,13.5628597768,6.7465883523,2.0103286385,0.00000000000316013882
2140.00,13.7285731927,6.8387212832,2.0074766355,0.00000000000305355741
2150.00,13.8650993779,6.8956658946,2.0106976744,0.00000000000412825329
2160.00,13.9648854859,6.9438657112,2.0111111111,0.00000000000492406116
2170.00,14.0656837561,6.9893596865,2.0124423963,0.00000000000600053340
2180.00,14.1126262621,7.0112865203,2.0128440367,0.00000000000574829073
2190.00,14.1684523615,7.0392265589,2.0127853881,0.00000000000440358860
2200.00,14.2132053244,7.0712464301,2.0100000000,0.00000000000400923739
2210.00,14.2254448642,7.0759021269,2.0104072398,0.00000000000381561449
2220.00,14.2107647301,7.0719340284,2.0094594595,0.00000000000394173583
2230.00,14.2050578687,7.0676660078,2.0098654709,0.00000000000513189491
2240.00,14.2105914802,7.0674344839,2.0107142857,0.00000000000698818781
2250.00,14.1952756599,7.0599845789,2.0106666667,0.00000000000587441207
2260.00,14.1827208170,7.0554587379,2.0101769912,0.00000000000651922960
2270.00,14.1686468437,7.0455264699,2.0110132159,0.00000000000665068001
2280.00,14.1352654440,7.0413819559,2.0074561404,0.00000000000666311450
2290.00,14.0899624388,7.0265709897,2.0052401747,0.00000000000626876329
2300.00,14.0336910470,7.0077050387,2.0026086957,0.00000000000611599660
2310.00,13.9889344037,6.9869056157,2.0021645022,0.00000000000527755617
2320.00,13.9423389144,6.9651650046,2.0017241379,0.00000000000450484094
2330.00,13.9221580890,6.9536180809,2.0021459227,0.00000000000496491737
2340.00,13.9093106867,6.9442686168,2.0029914530,0.00000000000478728168
2350.00,13.8963979241,6.9393402299,2.0025531915,0.00000000000487254681
2360.00,13.8872991828,6.9289695711,2.0042372881,0.00000000000578026516
2370.00,13.8623513581,6.9209548596,2.0029535865,0.00000000000562394575
2380.00,13.8313665709,6.9026320903,2.0037815126,0.00000000000525268717
2390.00,13.8165045739,6.9082522870,2.0000000000,0.00000000000469313477
2400.00,13.8267022767,6.9090329927,2.0012500000,0.00000000000441957582
2410.00,13.8394102564,6.9068085976,2.0037344398,0.00000000000399147382
2420.00,13.8435124156,6.9117598609,2.0028925620,0.00000000000384048349
2430.00,13.8461894813,6.9216705286,2.0004115226,0.00000000000359179353
2440.00,13.8264362131,6.9146350400,1.9995901639,0.00000000000241584530
2450.00,13.7856723223,6.8998768518,1.9979591837,0.00000000000204103401
2460.00,13.7328184627,6.8846002483,1.9947154472,0.00000000000274802403
2470.00,13.6824674707,6.8634635769,1.9935222672,0.00000000000196820338
2480.00,13.6695459289,6.8430508485,1.9975806452,0.00000000000123812072
2490.00,13.6486617073,6.8270726499,1.9991967871,0.00000000000106936682
2500.00,13.6709417798,6.8382061724,1.9992000000,0.00000000000042987836
2510.00,13.6721037510,6.8483297575,1.9964143426,0.00000000000064126482
2520.00,13.6698430686,6.8349215343,2.0000000000,0.00000000000113331566
2530.00,13.7113572645,6.8448567244,2.0031620553,0.00000000000231281660
2540.00,13.7754712265,6.8674576870,2.0059055118,0.00000000000275157674
2550.00,13.8428574211,6.9024807242,2.0054901961,0.00000000000261302091
2560.00,13.8870830592,6.9273056570,2.0046875000,0.00000000000221511698
2570.00,13.9332604224,6.9517529190,2.0042801556,0.00000000000260769184
2580.00,13.9561552475,6.9713224663,2.0019379845,0.00000000000154898316
2590.00,13.9418115289,6.9655269791,2.0015444015,0.00000000000196642702
2600.00,13.9209894901,6.9498027408,2.0030769231,0.00000000000078692608
2610.00,13.9009292758,6.9411565735,2.0026819923,0.00000000000038191672
2620.00,13.8612171443,6.9226818372,2.0022900763,0.00000000000156497038
2630.00,13.8187519682,6.9041256984,2.0015209125,0.00000000000144595447
2640.00,13.8307613464,6.8957903597,2.0056818182,0.00000000000177102777
2650.00,13.8508907710,6.9124031155,2.0037735849,0.00000000000233235653
2660.00,13.8592845305,6.9166410602,2.0037593985,0.00000000000281019652
2670.00,13.8621299601,6.9181097184,2.0037453184,0.00000000000382804899
2680.00,13.8449853207,6.9173304734,2.0014925373,0.00000000000383515442
2690.00,13.8103305538,6.8974729279,2.0022304833,0.00000000000474287276
2700.00,13.8018615311,6.8843573128,2.0048148148,0.00000000000460786964
2710.00,13.7959251785,6.8877961005,2.0029520295,0.00000000000448174831
2720.00,13.7861621562,6.8867513434,2.0018382353,0.00000000000449063009
2730.00,13.7490503189,6.8720079404,2.0007326007,0.00000000000446753745
2740.00,13.7330498807,6.8577650215,2.0025547445,0.00000000000512478948
2750.00,13.7282863289,6.8628953653,2.0003636364,0.00000000000425615099
2760.00,13.6882440022,6.8503270074,1.9981884058,0.00000000000390087962
2770.00,13.6683208524,6.8304616203,2.0010830325,0.00000000000305355741
2780.00,13.6728042068,6.8192313769,2.0050359712,0.00000000000287414537
2790.00,13.7053071477,6.8318397252,2.0060931900,0.00000000000223643326
2800.00,13.7720799398,6.8627556205,2.0067857143,0.00000000000197708516
2810.00,13.8333579523,6.8994916305,2.0049822064,0.00000000000179944948
2820.00,13.8682668871,6.9230859660,2.0031914894,0.00000000000222044605
2830.00,13.8886447450,6.9394181900,2.0014134276,0.00000000000188471461
2840.00,13.9154160205,6.9552589754,2.0007042254,0.00000000000114397380
2850.00,13.9340821305,6.9658189917,2.0003508772,0.00000000000111199938
2860.00,13.9358496482,6.9691432058,1.9996503497,0.00000000000004085621
2870.00,13.9274704374,6.9649486244,1.9996515679,0.00000000000148148160
2880.00,13.9246957863,6.9659760057,1.9989583333,0.00000000000243183251
2890.00,13.8979543568,6.9549936088,1.9982698962,0.00000000000238564724
2900.00,13.8954427254,6.9477213627,2.0000000000,0.00000000000214228635
2910.00,13.8684896388,6.9294822886,2.0013745704,0.00000000000461497507
2920.00,13.8329871002,6.9164935501,2.0000000000,0.00000000000432187619
2930.00,13.7906930390,6.8965234006,1.9996587031,0.00000000000403410638
2940.00,13.7506072196,6.8717975906,2.0010204082,0.00000000000486899410
2950.00,13.7116286246,6.8558143123,2.0000000000,0.00000000000499866815
2960.00,13.6909107532,6.8396786210,2.0016891892,0.00000000000520472554
2970.00,13.6841151389,6.8294105130,2.0037037037,0.00000000000608935125
2980.00,13.6719417913,6.8245203581,2.0033557047,0.00000000000684430290
2990.00,13.6715941193,6.8130110694,2.0066889632,0.00000000000633448849
3000.00,13.6726694706,6.8079682011,2.0083333333,0.00000000000554400970
3010.00,13.7001139770,6.8228562327,2.0079734219,0.00000000000789945886
3020.00,13.7119757550,6.8390035971,2.0049668874,0.00000000000923350285
3030.00,13.6961369491,6.8424229111,2.0016501650,0.00000000000975219905
3040.00,13.6600824342,6.8233076898,2.0019736842,0.00000000000971134284
3050.00,13.6206908179,6.8036532910,2.0019672131,0.00000000000878408457
3060.00,13.5902094812,6.7928848436,2.0006535948,0.00000000000880540085
3070.00,13.5553936842,6.7821151582,1.9986970684,0.00000000000829025737
3080.00,13.5196504689,6.7532473961,2.0019480519,0.00000000000939337497
3090.00,13.5066487687,6.7445935189,2.0025889968,0.00000000000554933877
3100.00,13.4930840822,6.7400194416,2.0019354839,0.00000000000551914070
3110.00,13.4755046761,6.7312591620,2.0019292605,0.00000000000460964600
3120.00,13.4536604160,6.7214444352,2.0016025641,0.00000000000528643795
3130.00,13.4355039151,6.7123906232,2.0015974441,0.00000000000422595292
3140.00,13.4145799188,6.7051545599,2.0006369427,0.00000000000628297414
3150.00,13.4017460109,6.6955590697,2.0015873016,0.00000000000727951033
3160.00,13.3890918340,6.6903115426,2.0012658228,0.00000000000583355586
3170.00,13.3636884454,6.6797370501,2.0006309148,0.00000000000483701967
3180.00,13.3333277570,6.6561981581,2.0031446541,0.00000000000394884125
3190.00,13.3283384473,6.6402310865,2.0072100313,0.00000000000298250313
3200.00,13.3773625189,6.6595457468,2.0087500000,0.00000000000196820338
3210.00,13.4426424964,6.6931723924,2.0084112150,0.00000000000281907830
3220.00,13.5167330311,6.7270294220,2.0093167702,0.00000000000212629914
3230.00,13.6043512176,6.7717759952,2.0089783282,0.00000000000246203058
3240.00,13.6983393602,6.8217982673,2.0080246914,0.00000000000259703370
3250.00,13.7823127556,6.8615987218,2.0086153846,0.00000000000352251561
3260.00,13.8648858536,6.9080739543,2.0070552147,0.00000000000369304587
3270.00,13.9450446638,6.9459704571,2.0076452599,0.00000000000585842486
3280.00,14.0223846866,6.9813937116,2.0085365854,0.00000000000738076267
3290.00,14.1042234806,7.0211673855,2.0088145897,0.00000000000478195261
3300.00,14.1724489615,7.0541601166,2.0090909091,0.00000000000437339054
3310.00,14.2390325718,7.0948664478,2.0069486405,0.00000000000359889896
3320.00,14.2876609412,7.1191706926,2.0069277108,0.00000000000332711636
3330.00,14.3254827379,7.1359547520,2.0075075075,0.00000000000421529478
3340.00,14.3471866457,7.1457804051,2.0077844311,0.00000000000364863695
3350.00,14.3744497278,7.1605065559,2.0074626866,0.00000000000279420931
3360.00,14.3805189444,7.1657338949,2.0068452381,0.00000000000367883501
3370.00,14.3693114036,7.1676405314,2.0047477745,0.00000000000373745479
3380.00,14.3322556151,7.1565997901,2.0026627219,0.00000000000429523084
3390.00,14.2990719244,7.1379552089,2.0032448378,0.00000000000532374145
3400.00,14.2762008591,7.1265721511,2.0032352941,0.00000000000441779946
3410.00,14.2464218507,7.1117403764,2.0032258065,0.00000000000437161418
3420.00,14.2405752539,7.1026348795,2.0049707602,0.00000000000533084688
3430.00,14.2522817194,7.0982033247,2.0078717201,0.00000000000598276984
3440.00,14.2538224312,7.1072835430,2.0055232558,0.00000000000469846384
3450.00,14.2686485541,7.1167901564,2.0049275362,0.00000000000490985030
3460.00,14.2959741787,7.1263608498,2.0060693642,0.00000000000672351064
3470.00,14.3295411831,7.1452087808,2.0054755043,0.00000000000665778543
3480.00,14.3685081794,7.1646952951,2.0054597701,0.00000000000650324239
3490.00,14.3738929902,7.1735859482,2.0037249284,0.00000000000514077669
3500.00,14.3583809744,7.1648607657,2.0040000000,0.00000000000611599660
3510.00,14.3428926454,7.1510728957,2.0056980057,0.00000000000622968344
3520.00,14.3203635869,7.1439455535,2.0045454545,0.00000000000724575955
3530.00,14.2899342788,7.1328433264,2.0033994334,0.00000000000729016847
3540.00,14.2551135437,7.1144934364,2.0036723164,0.00000000000733813010
3550.00,14.2298761468,7.1019345313,2.0036619718,0.00000000000731859018
3560.00,14.2262389467,7.1021470551,2.0030898876,0.00000000000632205399
3570.00,14.2170255311,7.0985707897,2.0028011204,0.00000000000869704309
3580.00,14.1996857422,7.0820388628,2.0050279330,0.00000000001084465850
3590.00,14.1862218482,7.0724255569,2.0058495822,0.00000000001083400036
3600.00,14.1515791188,7.0620577804,2.0038888889,0.00000000001024602625
3610.00,14.1250531377,7.0459364138,2.0047091413,0.00000000000997069094
3620.00,14.0984203484,7.0336661606,2.0044198895,0.00000000000900790553
3630.00,14.0688100588,7.0170074902,2.0049586777,0.00000000000717115256
3640.00,14.0421306038,7.0047081537,2.0046703297,0.00000000000787814258
3650.00,14.0297024378,6.9947293946,2.0057534247,0.00000000000836841707
3660.00,14.0096379080,6.9866841182,2.0051912568,0.00000000000949995638
3670.00,13.9791832674,6.9687045085,2.0059945504,0.00000000000887467877
3680.00,13.9605102664,6.9585097901,2.0062500000,0.00000000000902744546
3690.00,13.9334234654,6.9460054833,2.0059620596,0.00000000001005240335
3700.00,13.8980720496,6.9303054695,2.0054054054,0.00000000001014832662
3710.00,13.8799538231,6.9194609895,2.0059299191,0.00000000000841460235
3720.00,13.8716477779,6.9153751988,2.0059139785,0.00000000000770938868
3730.00,13.8558227720,6.9075406228,2.0058981233,0.00000000000711963821
3740.00,13.8292151338,6.8998485326,2.0042780749,0.00000000000746602780
3750.00,13.7988735347,6.8829177647,2.0048000000,0.00000000000761168906
3760.00,13.7756933150,6.8759600245,2.0034574468,0.00000000000698641145
3770.00,13.7442817865,6.8612211778,2.0031830239,0.00000000000642863540
3780.00,13.7156752409,6.8578376205,2.0000000000,0.00000000000727595761
3790.00,13.6862080835,6.8440069450,1.9997361478,0.00000000000543920464
3800.00,13.6603315611,6.8265728475,2.0010526316,0.00000000000487077045
3810.00,13.6565314656,6.8237881815,2.0013123360,0.00000000000649436060
3820.00,13.6448438611,6.8224219305,2.0000000000,0.00000000000702549130
3830.00,13.6370295873,6.8060754912,2.0036553525,0.00000000000602362604
3840.00,13.6446757224,6.8090389570,2.0039062500,0.00000000000507860420
3850.00,13.6448917541,6.8118300380,2.0031168831,0.00000000000218669527
3860.00,13.6299351047,6.8035108631,2.0033678756,0.00000000000203748129
3870.00,13.6183336602,6.7933682992,2.0046511628,0.00000000000235012010
3880.00,13.6131459311,6.7864584624,2.0059278351,0.00000000000132160949
